occid,catalognumber,family,sciname,cleanedname,eventdate,island,locality,decimalLatitude,decimallongitude,coordinateUncertaintyInMeters
25234,114081,Amastridae,Amastra rubens,Amastra rubens,1932-12-07,Oahu,"Waianae Mts.; Papaia Valley; (XII, 20); Loc. 4 = W 250-4",21.528158,-158.114232,75
25206,114053,Amastridae,Amastra rubens,Amastra rubens,1932-12-07,Oahu,"Waianae Mts.; Papaia Valley; (XII, 20); Loc. 3 = W 250-3",21.530591,-158.111157,100
44065,133527,Amastridae,Amastra rubens,Amastra rubens,1932-12-27,Oahu,"Waianae Mountains; Palikea; Mokuleia Kamananui Valley 3, East fork opposite forks, East slope; Loc. = W250-7",21.522243,-158.116481,50
44059,133521,Amastridae,Amastra rubens,Amastra rubens,1932-12-27,Oahu,"Waianae Mountains; Kaimuhole Kamanui Valley No. 4, East slope at F.R. {Forest Reserve? -RKK} line; Loc. = W240-4",21.525857,-158.117966,50
25722,114546,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 6; = W 190-6,21.526868,-158.141734,104
25723,114547,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 6; = W 190-6,21.526868,-158.141734,104
25724,114548,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 6; = W 190-6,21.526868,-158.141734,104
25725,114549,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 6; = W 190-6,21.526868,-158.141734,104
25703,114527,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25704,114528,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25705,114529,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25706,114530,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25707,114531,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25708,114532,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25709,114533,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25710,114534,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25711,114535,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 5; = W 190-5; on slopes of valley,21.527591,-158.143695,100
25697,114521,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Kaawa; Collected between Loc. 4 & 5, but not sure; W 190-4 & 5; small lot collected along way",21.529578,-158.140681,175
25698,114522,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Kaawa; Collected between Loc. 4 & 5, but not sure; W 190-4 & 5; small lot collected along way",21.529578,-158.140681,175
25699,114523,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Kaawa; Collected between Loc. 4 & 5, but not sure; W 190-4 & 5; small lot collected along way",21.529578,-158.140681,175
25700,114524,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Kaawa; Collected between Loc. 4 & 5, but not sure; W 190-4 & 5; small lot collected along way",21.529578,-158.140681,175
25662,114486,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25664,114488,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25665,114489,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25666,114490,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25668,114492,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25669,114493,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25670,114494,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25673,114497,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25674,114498,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25676,114500,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
25678,114502,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 4; = W 190-4,21.530808,-158.140369,50
43989,133474,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43990,133475,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43991,133476,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43992,133477,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43993,133478,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43994,133479,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
43995,133480,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,"Waianae Mountains; Alaiheihe Kamananui Valley 5, Loc. = W230-",21.531916,-158.120564,135
25643,114467,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25644,114468,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25645,114469,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25646,114470,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25647,114471,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25648,114472,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25649,114473,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25650,114474,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25651,114475,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25652,114476,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 3; in bed of valley from R.R. fence to 100 or 150 feet above; = W 190-3,21.534908,-158.139329,145
25612,114459,Amastridae,Amastra rubens,Amastra rubens,1932-12-28,Oahu,Waianae Mountains; Kaawa; Loc. 2; below forest reserve fence; = W190-2,21.537016,-158.138701,50
43891,133376,Amastridae,Amastra rubens,Amastra rubens,1932-12-30,Oahu,"Waianae Mountains; Kaawa Kamananui-Kaawa, in stream bed; Loc. = W190-7",21.521896,-158.14193,50
43892,133377,Amastridae,Amastra rubens,Amastra rubens,1932-12-30,Oahu,"Waianae Mountains; Kaawa Kamananui-Kaawa, in stream bed; Loc. = W190-7",21.521896,-158.14193,50
43903,133388,Amastridae,Amastra rubens,Amastra rubens,1932-12-30,Oahu,"Waianae Mountains; Kaawa Kamananui-Kaawa, in stream bed; Loc. = W190-7",21.521896,-158.14193,50
34329,123922,Amastridae,Amastra rubens,Amastra rubens,1933-06-04,Oahu,"Waianae Mountains; Makaleha, Valley IV>III; Loc. W171 E-2 = ""Loc. #2, Makaleha Valley, Westernmost dividing ridge; small spur to east and a few feet off its side, 100 yards mauka of #1 of this date, general.""",21.522244,-158.168895,50
34330,123923,Amastridae,Amastra rubens,Amastra rubens,1933-06-04,Oahu,"Waianae Mountains; Makaleha, Valley IV>III; Loc. W171 E-2 = ""Loc. #2, Makaleha Valley, Westernmost dividing ridge; small spur to east and a few feet off its side, 100 yards mauka of #1 of this date, general.""",21.522244,-158.168895,50
39615,129121,Amastridae,Amastra rubens,Amastra rubens,1934-08-05,Oahu,Waianae Mountains; Kamokuiki; Loc. W210-2; See map,21.534865,-158.131528,111
39616,129122,Amastridae,Amastra rubens,Amastra rubens,1934-08-05,Oahu,Waianae Mountains; Kamokuiki; Loc. W210-2; See map,21.534865,-158.131528,111
43155,132571,Amastridae,Amastra rubens,Amastra rubens,1935-07-25,Oahu,Waianae Mountains; Manuwai>Haleauau; Loc. = W222-1,21.51337,-158.128225,100
43168,132584,Amastridae,Amastra rubens,Amastra rubens,1935-07-25,Oahu,Waianae Mountains; Aleiheihe; Loc. = W230-9,21.519708,-158.123335,50
43175,132591,Amastridae,Amastra rubens,Amastra rubens,1935-07-25,Oahu,Waianae Mountains; Aleiheihe; Loc. 11 = W230-5c,21.520483,-158.122829,72
55880,174320,Amastridae,Amastra rubens,Amastra rubens,1935-10-29,Oahu,Waianae Mountains; South Keaau; Below Puu Keaau; Loc. 3 = W40A-3,21.497492,-158.20773,75
56020,174460,Amastridae,Amastra rubens,Amastra rubens,1935-11-25,Oahu,"Waianae Mountains; Kaumokuiki; mauka of Loc. 1, on spur of ridge; Loc. 2. See map",21.535832,-158.131308,50
56772,175901,Amastridae,Amastra rubens,Amastra rubens,1935-12-20,Oahu,Waianae Mountains; Keaau; Loc. 3 = W41 A-3 (See map),21.4982,-158.200259,50
47263,163181,Amastridae,Amastra rubens,Amastra rubens,1937-03-26,Oahu,Waianae Mts.; Haleauau; on trail to Kaala; along trail about 1/4 mile beyond firebreak trail; Loc. I. See map,21.49231667,-158.13115,
1302277,435786,Amastridae,Amastrella rubens,Amastra rubens,1940-01-01,Oahu,"Waianae Mountains, Haleauau, Oahu",21.503072,-158.108431,3467
61892,185059,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,Waianae Mountains; Makaleha Valley; Loc. 5. SEE MAP,21.522263,-158.148726,100
61872,185039,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,Waianae Mountains; Makaleha Valley; East branch; Loc. 4. SEE MAP,21.525614,-158.150078,100
61856,185023,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,Waianae Mountains; Makaleha Valley; East branch; Loc. 3. SEE MAP,21.52688,-158.151358,100
61834,185001,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,Waianae Mountains; Makaleha Valley; East branch; Loc. 2. SEE MAP,21.52859,-158.152029,100
61815,184982,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,"Waianae Mountains; Makaleha Valley; East branch; west side of stream, under talus, about 1/4 mile above Forest Fence; Loc. 1. SEE MAP",21.530007,-158.152997,100
61816,184983,Amastridae,Amastra rubens,Amastra rubens,1940-04-16,Oahu,"Waianae Mountains; Makaleha Valley; East branch; west side of stream, under talus, about 1/4 mile above Forest Fence; Loc. 1. SEE MAP",21.530007,-158.152997,100
61947,185114,Amastridae,Amastra rubens,Amastra rubens,1940-04-18,Oahu,Waianae Mountains; Makaleha Valley; West fork of East branch; Loc. 4. SEE MAP,21.516879,-158.156187,100
61932,185099,Amastridae,Amastra rubens,Amastra rubens,1940-04-18,Oahu,Waianae Mountains; Makaleha Valley; West fork of East branch; Loc. 3. SEE MAP,21.517959,-158.154323,100
61924,185091,Amastridae,Amastra rubens,Amastra rubens,1940-04-18,Oahu,Waianae Mountains; Makaleha Valley; West fork of East branch; Loc. 2. SEE MAP,21.521907,-158.157938,150
61911,185078,Amastridae,Amastra rubens,Amastra rubens,1940-04-18,Oahu,Waianae Mountains; Makaleha Valley; West fork of East branch; Loc. 1. SEE MAP,21.524273,-158.157455,100
62059,185226,Amastridae,Amastra rubens,Amastra rubens,1940-04-24,Oahu,Waianae Mountains; Makaha Valley; Southeast branch; Loc. 6. SEE MAP,21.481703,-158.188536,1437
62185,185352,Amastridae,Amastra rubens,Amastra rubens,1940-05-19,Oahu,Waianae Mountains; Kaumokunui; Loc. 3. SEE MAP,21.519368,-158.135289,100
62179,185346,Amastridae,Amastra rubens,Amastra rubens,1940-05-19,Oahu,Waianae Mountains; Kaumokunui; Loc. 2. SEE MAP,21.520709,-158.137194,100
62192,185359,Amastridae,Amastra rubens,Amastra rubens,1940-05-19,Oahu,Waianae Mountains; Kaumokuiki; Loc. 4. SEE MAP,21.52084,-158.131979,100
62205,185372,Amastridae,Amastra rubens,Amastra rubens,1940-05-19,Oahu,Waianae Mountains; Kaumokuiki; Loc. 5. SEE MAP,21.523139,-158.131955,100
62167,185334,Amastridae,Amastra rubens,Amastra rubens,1940-05-19,Oahu,Waianae Mountains; Kaumokunui; Loc. 1. SEE MAP,21.524532,-158.136081,100
62279,185452,Amastridae,Amastra rubens,Amastra rubens,1940-06-25,Oahu,Waianae Mountains; Kaumokunui Gulch; Kamananui; inland 4-1/2 miles; Loc. 3. SEE MAP,21.523317,-158.136556,100
62254,185427,Amastridae,Amastra rubens,Amastra rubens,1940-06-25,Oahu,Waianae Mountains; Kaumokunui Gulch; Kamananui; inland 4 miles; Loc. 2. SEE MAP,21.527487,-158.136615,150
62255,185428,Amastridae,Amastra rubens,Amastra rubens,1940-06-25,Oahu,Waianae Mountains; Kaumokunui Gulch; Kamananui; inland 4 miles; Loc. 2. SEE MAP,21.527487,-158.136615,150
62256,185429,Amastridae,Amastra rubens,Amastra rubens,1940-06-25,Oahu,Waianae Mountains; Kaumokunui Gulch; Kamananui; inland 4 miles; Loc. 2. SEE MAP,21.527487,-158.136615,150
73212,211369,Amastridae,Amastra rubens,Amastra rubens,1941-08-08,Oahu,Waianae Mountains; Makaha Valley; inland 4-1/2 miles,21.508855,-158.165447,1490
1383881,289416,Amastridae,Amastra rubens,Amastra rubens,2012-03-29,Oahu,"Puu Hapapa, midway between exclosure and HLS120329-01",21.46691667,-158.1026,7
1280811,141339,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Oahu, Kaneohe",21.411431,-157.76399,6863
1289326,3730,Achatinellidae,Achatinella rubens,Amastra rubens,,Oahu,[no specific locality],21.4333,-157.9667,36518
1289825,9514,Achatinellidae,Achatinella rubens,Amastra rubens,,Oahu,[no specific locality],21.4333,-157.9667,36518
1280252,136749,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Lehui,21.4333,-157.9667,36965
1288761,136750,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Lehui,21.4333,-157.9667,36965
1288779,136751,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Lehui,21.4333,-157.9667,36965
1290130,136752,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Lehui,21.4333,-157.9667,36965
1289555,140348,Amastridae,Amastra rubens,Amastra rubens,,Oahu,[no specific locality],21.4333,-157.9667,36518
1288511,141340,Amastridae,Amastra rubens,Amastra rubens,,Oahu,[no specific locality],21.4333,-157.9667,36518
1342254,276767,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu Island,21.43333,-157.96667,
1279542,240829,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Puu Kaua, East ridge",21.441294,-158.087993,2404
137671,18317,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
137673,18319,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
140800,25482,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
140801,25483,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
1299220,57740,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
1365414,75407,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
1365517,87272,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
1372838,90305,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
41869,131331,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
1379642,146184,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
63432,190343,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,
1380287,234317,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
1342249,276762,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Oahu,21.46389,-157.95309,36721
1290141,136753,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae,21.466293,-158.166649,4521
1285855,395617,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae,21.466293,-158.166649,4521
1285973,395618,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae,21.466293,-158.166649,4521
164507,73275,Amastridae,Amastra rubens corneiformis,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164516,73284,Amastridae,Amastra rufus castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164517,73285,Amastridae,Amastra rubens castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164518,73286,Amastridae,Amastra rubens castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164519,73287,Amastridae,Amastra rufus castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164520,73288,Amastridae,Amastra rufus castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164521,73289,Amastridae,Amastra rufus castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
164522,73290,Amastridae,Amastra rufus castanea,Amastra rubens,,Oahu,"Waianae Mts.; Kolekole Pass, near",21.47437,-158.113712,383
1279471,342278,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Oahu, Waianai Mts.",21.481868,-158.158771,16280
1293339,108239,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Mahaka, Waianae Mountains, Oahu",21.487779,-158.186065,4624
295411,288133,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae,21.4953312,-158.161971,75
1397713,295191,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae,21.4953312,-158.161971,75
1334390,96199,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae Mountains,21.497321,-158.139393,17802
4820,72988,Amastridae,Amastra rubens kahana,Amastra rubens,,Oahu,Wahiawa; lower valleys,21.5,-158.0167,3700
4821,72989,Amastridae,Amastra rubens kahana,Amastra rubens,,Oahu,Wahiawa; lower valleys,21.5,-158.0167,3700
137672,18318,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Kaala,21.505984,-158.145579,2793
156726,55455,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Kaala,21.505984,-158.145579,2793
157379,56797,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Kaala,21.505984,-158.145579,2793
1289966,141539,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Haleauau,21.510293,-158.093123,1807
1336835,158569,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Haleauau, Waianae Mountains",21.511613,-158.092923,5718
164290,73058,Amastridae,Amastra rubens infelix,Amastra rubens,,Oahu,Kahana; lateral ridge head of valley,21.517501,-157.901054,1929
164291,73059,Amastridae,Amastra rubens infelix,Amastra rubens,,Oahu,Kahana; lateral ridge head of valley,21.517501,-157.901054,1929
136944,17280,Amastridae,Amastra,Amastra rubens,,Oahu,Waianae Mts.; Mokuleia; SE side of ridge DE; head of Makua (Kaala side) = Loc 7,21.5233639,-158.1677667,
1336836,158570,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Makua Valley,21.524725,-158.189188,1827
136998,17334,Amastridae,Amastra,Amastra rubens,,Oahu,Waianae Mts.; lower part of N side ridge of Makua = Loc. 10,21.5277139,-158.1962889,
136853,17189,Amastridae,Amastra,Amastra rubens,,Oahu,"Waianae Mts.; Mokuleia, back of; upper part of valley S of Pond's Ridge = Loc. 4",21.5299472,-158.1676306,
15466,102766,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Waianae Mts.; Makaleha Valley,21.533095,-158.154122,3066
1279522,240750,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Makaleha Kallmokunui Ridge, beyond firebreak trail",21.53333333,-158.1333333,1044
15469,102769,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Waianae Mountains; Makaleha Valley, chiefly",21.549839,-158.154116,627
15470,102770,Amastridae,Amastra,Amastra rubens,,Oahu,"Waianae Mountains; Makaleha Valley, chiefly",21.549839,-158.154116,627
1289406,40291,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Mokuleia,21.553083,-158.16573,6200
1290142,136754,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Mokuleia,21.553083,-158.16573,6200
1290143,136755,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Mokuleia,21.553083,-158.16573,6200
1280312,136756,Amastridae,Amastra rubens,Amastra rubens,,Oahu,Mokuleia,21.553083,-158.16573,6200
1294399,113016,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Kahana, Oahu",21.56,-157.88,
1294400,113017,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Kahana, Oahu",21.56,-157.88,
1300340,92253,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Mokuleia, Oahu",21.58,-158.15,
1293338,108238,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Mokuleia, Oahu",21.58,-158.15,
1284210,136757,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Oahu, N. of Mokuleia, Kukiala",21.584167,-158.151944,301
1284212,136758,Amastridae,Amastra rubens,Amastra rubens,,Oahu,"Oahu, N. of Mokuleia, Kukiala",21.584167,-158.151944,301
1284200,136759,Amastridae,Amastra rubens rubinia,Amastra rubens,,Oahu,"Oahu, N. of Mokuleia, Kukiala",21.584167,-158.151944,301
1299854,92481,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Kapuiala, Oahu",21.67,-157.94,
1302784,465962,Amastridae,Amastrella rubens,Amastra rubens,,Oahu,"Kapuiala, Oahu",21.67,-157.94,
32460,122098,Amastridae,Amastra,Amastra spirizona,1917-04-05,Oahu,"Poamoho>Helemano; Loc. 306 = North Poamoho, Central>North Poamoho; Loc. 291 = Loc. #2",21.529517,-157.968304,2854
152679,45192,Amastridae,Amastra,Amastra spirizona,1917-08-10,Oahu,"Waimea; opp. store, makai of RR track.",21.64618,-158.062534,
1159,50729,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Palehua,21.395687,-158.096653,2212
154411,50750,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Waianae,21.46272,-158.170452,3066
154499,50846,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Oʻahu,21.46389,-157.95309,
154462,50809,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Popouwela,21.46666666,-158.1,
154430,50777,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Pukaloa,21.484783,-158.123417,911
154435,50782,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Haleanau,21.49825,-158.1298833,
154443,50790,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Waianae Mts.; Haleanau,21.49825,-158.1298833,
154495,50842,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Helemano,21.538737,-158.018814,10427
154496,50843,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Helemano,21.538737,-158.018814,10427
154388,50722,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Punaluu,21.553488,-157.903155,3642
154508,50855,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Opaeula,21.569125,-158.050861,5340
154373,50707,Amastridae,Amastra,Amastra spirizona,1922-01-01,Oahu,Kawailoa,21.579442,-158.032336,8584
1227,59311,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Palehuaiki; S.W. slope,21.389138,-158.093866,1048
1264,59348,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Palehuaiki; small restricted flat N. of Palehuaiki; head of Kaaikukai valley,21.395554,-158.097865,577
1265,59349,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Palehuaiki; small restricted flat N. of Palehuaiki; head of Kaaikukai valley,21.395554,-158.097865,577
158358,59375,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Kupehau (=S. Palawai); at bottom 2nd valley E. of Green peak,21.41013333,-158.0893333,
158359,59376,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Kupehau (=S. Palawai); at bottom 2nd valley E. of Green peak,21.41013333,-158.0893333,
158360,59377,Amastridae,Amastra,Amastra spirizona,1922-08-23,Oahu,Waianae Mts.; Kupehau (=S. Palawai); at bottom 2nd valley E. of Green peak,21.41013333,-158.0893333,
